question,query
what role did kyle mckenzie play?,SELECT position WHERE name EQL kyle mckenzie
tell me the position that kyle mckenzie played?,SELECT position WHERE name EQL kyle mckenzie
what position did kyle mckenzie play?,SELECT position WHERE name EQL kyle mckenzie
Who is the operator when Roe was the bodybuilder?,SELECT operator WHERE bodybuilder EQL roe
when did roe become bodybuilder?,SELECT operator WHERE bodybuilder EQL roe
when did roe become the bodybuilder?,SELECT operator WHERE bodybuilder EQL roe
who was roe's operator when he was a bodybuilder?,SELECT operator WHERE bodybuilder EQL roe
who was roe's operator when he was the bodybuilder?,SELECT operator WHERE bodybuilder EQL roe
What is the variant when Alexander was the bodybuilder?,SELECT variant WHERE bodybuilder EQL alexander
what was the variant in which alexander was a bodybuilder?,SELECT variant WHERE bodybuilder EQL alexander
what variant was there when alexander was the bodybuilder?,SELECT variant WHERE bodybuilder EQL alexander
which is the variant when alexander was bodybuilder?,SELECT variant WHERE bodybuilder EQL alexander
Who was the bodybuilder when Coventry was operating?,SELECT bodybuilder WHERE operator EQL coventry
who was the bodybuilder in coventry?,SELECT bodybuilder WHERE operator EQL coventry
who was the bodybuilder when coventry was a firm?,SELECT bodybuilder WHERE operator EQL coventry
who was the bodybuilder when coventry was operating?,SELECT bodybuilder WHERE operator EQL coventry
Who directed the episode that had 0.54 million U.S. viewers? ,SELECT directed by WHERE u.s. viewers (millions) EQL 0.54
who directed the episode which was viewed by 054 million?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.54
who directed the episode that had a us viewership of 054 million?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.54
who directed the episode which was received by 054 million viewers?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.54
which character directed the episode which had 054 million us viewers?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.54
Who wrote the teleplay for the episode directed by Tim Robbins? ,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the episode's teleplay script?,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the teleplay for tim robbins's episode?,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the teleplay for the episode??,SELECT teleplay by WHERE directed by EQL tim robbins
which script was written for the tv show directed by tim robbins?,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the script of the episode that was directed by tim robbins?,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the script of the episode directed by tim robbins?,SELECT teleplay by WHERE directed by EQL tim robbins
who did the teleplay for the episode directed by tim robbins?,SELECT teleplay by WHERE directed by EQL tim robbins
who wrote the teleplay for the episode directed by tim robbins?,SELECT teleplay by WHERE directed by EQL tim robbins
Who directed the episode that had 0.57 million U.S. viewers? ,SELECT directed by WHERE u.s. viewers (millions) EQL 0.57
who directed the episode?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.57
who is behind the episode that scored 057 million viewers?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.57
who directed the episode that drew 057 million viewers?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.57
who directed the episode with 057 million us viewers?,SELECT directed by WHERE u.s. viewers (millions) EQL 0.57
"What was the result of the game from September 10, 2000?","SELECT result WHERE date EQL september 10, 2000"
show the results of the october 10 2000 match?,"SELECT result WHERE date EQL september 10, 2000"
what was the outcome of the game from 10 september 2000?,"SELECT result WHERE date EQL september 10, 2000"
what was the result of the game from 10 september 2000?,"SELECT result WHERE date EQL september 10, 2000"
what was the result of the game on september 10 2000?,"SELECT result WHERE date EQL september 10, 2000"
Name the us viewers directed by christine moore,SELECT u.s. viewers (millions) WHERE directed by EQL christine moore
Name the us viewers directed by christine moore,SELECT u.s. viewers (millions) WHERE directed by EQL christine moore
Name the number for simon cellan jones,SELECT no. WHERE directed by EQL simon cellan jones
give me the number of simon cellan jones,SELECT no. WHERE directed by EQL simon cellan jones
give me the number for simon cellan jones,SELECT no. WHERE directed by EQL simon cellan jones
Name the teleplay for  david simon & eric overmyer and tom piazza,SELECT teleplay by WHERE story by EQL david simon & eric overmyer and tom piazza
Name the teleplay for  david simon & eric overmyer and tom piazza,SELECT teleplay by WHERE story by EQL david simon & eric overmyer and tom piazza
Name the name for norway nationality,SELECT name WHERE nationality EQL norway
Name the name for norway nationality,SELECT name WHERE nationality EQL norway
Name the women's singles for 1991,SELECT women's singles WHERE year EQL 1991
Name the women's singles for 1991,SELECT women's singles WHERE year EQL 1991
Name the women's doubles for mixed doubles of no competition,SELECT women's doubles WHERE mixed doubles EQL no competition
Name the women's doubles for mixed doubles of no competition,SELECT women's doubles WHERE mixed doubles EQL no competition
Name the women's singles for glenn macfarlane mark leadbeater,SELECT women's singles WHERE men's doubles EQL glenn macfarlane mark leadbeater
Name the women's singles for glenn macfarlane mark leadbeater,SELECT women's singles WHERE men's doubles EQL glenn macfarlane mark leadbeater
Who is the BSU head coach of the tournament after 1994 with louisville as the opponent?,SELECT bsu head coach WHERE opponent EQL louisville AND year GT 1994
Who is the BSU head coach of the tournament after 1994 with louisville as the opponent?,SELECT bsu head coach WHERE opponent EQL louisville AND year GT 1994
What is the result in 1994?,SELECT result WHERE year EQL 1994
tell me the 1994 result?,SELECT result WHERE year EQL 1994
what were the results of 1994?,SELECT result WHERE year EQL 1994
what was the result of 1994?,SELECT result WHERE year EQL 1994
how was the result in 1994?,SELECT result WHERE year EQL 1994
what was the result in 1994?,SELECT result WHERE year EQL 1994
How far is the olbia to sassari route?,SELECT distance WHERE course EQL olbia to sassari
how far is the olbia route to sassari?,SELECT distance WHERE course EQL olbia to sassari
how far is the olbia to sassari road?,SELECT distance WHERE course EQL olbia to sassari
how far is the olbia to sassari route?,SELECT distance WHERE course EQL olbia to sassari
Which award show nominated The Suite Life on Deck for the Teen Pick Show: Comedy category?,SELECT award WHERE category EQL teen pick show: comedy
which was the nominee for teen pick show comedy category?,SELECT award WHERE category EQL teen pick show: comedy
which show was nominated for the teen pick show comedy category?,SELECT award WHERE category EQL teen pick show: comedy
which show nomination was for the teen pick show comedy category?,SELECT award WHERE category EQL teen pick show: comedy
which award show was nominated for the teen pick show comedy category?,SELECT award WHERE category EQL teen pick show: comedy
what were the award nominees for the suite life on deck in the teen picks comedy category?,SELECT award WHERE category EQL teen pick show: comedy
which show has nominated the suite life on deck in the teen choice show comedy category?,SELECT award WHERE category EQL teen pick show: comedy
Which award show nominated Cole Sprouse for the Favorite TV Actor category?,SELECT award WHERE category EQL favorite tv actor AND recipient EQL cole sprouse
which tv series was nominated for the best tv actor category?,SELECT award WHERE category EQL favorite tv actor AND recipient EQL cole sprouse
which show has nominated cole sprouse for the best tv actor award?,SELECT award WHERE category EQL favorite tv actor AND recipient EQL cole sprouse
What category was The Suite Life on Deck nominated for later than 2010?,SELECT category WHERE recipient EQL the suite life on deck AND year GT 2010
what category was the suite life on deck nominated for?,SELECT category WHERE recipient EQL the suite life on deck AND year GT 2010
Which builder completed after 1889?,SELECT builder WHERE completed GT 1889
which building company was built after 1889?,SELECT builder WHERE completed GT 1889
which building was completed after 1889?,SELECT builder WHERE completed GT 1889
Which builder completed before 1890 and launched on 9 june 1888?,SELECT builder WHERE completed LT 1890 AND launched EQL 9 june 1888
Which builder completed before 1890 and launched on 9 june 1888?,SELECT builder WHERE completed LT 1890 AND launched EQL 9 june 1888
What is the name of the boat that was built by Chatham and Laid down of 25 april 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
what is the name of the boat built by chatham and laid in april 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
tell me the name of the boat which was built by chatham and laid on 25 april 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
which is the name of the boat that was built by chatham and laid on april 25 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
what was the name of the boat that was built by chatham and laid on april 25 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
what was the name of the boat that was built by chatham and laid down on april 25 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
what was the name of the boat which was built by chatham and laid down 25 april 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
what is the name of the boat that was built by chatham and laid down on 25 april 1887?,SELECT name WHERE builder EQL chatham AND laid down EQL 25 april 1887
What team had 10 Labs and the Driver was Alex Yoong?,SELECT team WHERE laps EQL 10 AND driver EQL alex yoong
which team had 10 laboratories and the driver was alex yoong?,SELECT team WHERE laps EQL 10 AND driver EQL alex yoong
which team had 10 labs and the driver was alex yoong?,SELECT team WHERE laps EQL 10 AND driver EQL alex yoong
For what Team is Narain Karthikeyan the Driver?,SELECT team WHERE driver EQL narain karthikeyan
is narain karthikeyan as a driver?,SELECT team WHERE driver EQL narain karthikeyan
who is narain karthikeyan's team driver?,SELECT team WHERE driver EQL narain karthikeyan
which team is narain karthikeyan the driver for?,SELECT team WHERE driver EQL narain karthikeyan
for which team is narain karthikeyan the driver?,SELECT team WHERE driver EQL narain karthikeyan
What is the nationality of the player in round 7?,SELECT nationality WHERE round EQL 7
which is the nationality of a player in round 7?,SELECT nationality WHERE round EQL 7
tell me the nationality of the player in round 7?,SELECT nationality WHERE round EQL 7
what is the nationality of the player in round 7?,SELECT nationality WHERE round EQL 7
"Which player is from the United States, and played for the Bowling Green Falcons (CCHA) as their College/Junior/Club Team (League)?",SELECT player WHERE nationality EQL united states AND college/junior/club team (league) EQL bowling green falcons (ccha)
"Which player is from the United States, and played for the Bowling Green Falcons (CCHA) as their College/Junior/Club Team (League)?",SELECT player WHERE nationality EQL united states AND college/junior/club team (league) EQL bowling green falcons (ccha)
Which College/Junior/Club Team (League) did the player in round 6 play for?,SELECT college/junior/club team (league) WHERE round EQL 6
